equip_id_raw,equip_id_norm,device_name_norm,device_name_raw,gcb_count,multi_device,equip_aliases,fab_or_line,notes
BEASH01,BEASH01,SUPRA_VM,SUPRA Vm,4,False,BEASH01,,
WPSKLL7200,WPSKLL7200,SUPRA_VPLUS,SUPRA Vplus,4,False,WPSKLL7200,,
4ESPG606,4ESPG606,SUPRA_N,SUPRA N,4,False,4ESPG606,,
WSNF104,WSNF104,ZIVIS_PLUS,ZIVIS plus,4,False,WSNF104,,
WPSKB7AS00,WPSKB7AS00,SUPRA_VPLUS,SUPRA Vplus,4,False,WPSKB7AS00,,
5ESP2001,5ESP2001,SUPRA_N,SUPRA N,4,False,5ESP2001,,
DPCHZ07,DPCHZ07,INTEGER_PLUS,INTEGER plus,4,False,DPCHZ07,,
DPCJL03,DPCJL03,INTEGER_PLUS,INTEGER plus,4,False,DPCJL03,,
REPSN03,REPSN03,SUPRA_N,SUPRA N,4,False,REPSN03,,
ESAC23,ESAC23,SUPRA_VPLUS,SUPRA Vplus,4,False,ESAC23,,
PPR105,PPR105,SUPRA_VPLUS,SUPRA Vplus,4,False,PPR105,,
STRIPB-A11,STRIPB-A11,SUPRA_VM,SUPRA Vm,4,False,STRIPB-A11|STRIPBA11,,
5ESP3801,5ESP3801,SUPRA_N,SUPRA N,4,False,5ESP3801,,
DPCP815,DPCP815,INTEGER_PLUS,INTEGER plus,4,False,DPCP815,,
4EPR0710,4EPR0710,SUPRA_N,SUPRA N,4,False,4EPR0710,,
WPSKK11G00,WPSKK11G00,SUPRA_VPLUS,SUPRA Vplus,4,True,WPSKK11G00,,models=SUPRA Vplus|TIGMA Vplus
DPCJL04,DPCJL04,INTEGER_PLUS,INTEGER plus,4,False,DPCJL04,,
DPCHZ05,DPCHZ05,INTEGER_PLUS,INTEGER plus,4,False,DPCHZ05,,
PGK31798,PGK31798,SUPRA_VPLUS,SUPRA Vplus,4,False,PGK31798,,
DPCB804,DPCB804,INTEGER_PLUS,INTEGER plus,4,False,DPCB804,,
WPSKAD4K00,WPSKAD4K00,OMNIS_PLUS,OMNIS plus,4,False,WPSKAD4K00,,
EPAH16,EPAH16,SUPRA_VPLUS,SUPRA Vplus,4,False,EPAH16,inferred_from_prefix,
WPSKK5PV00,WPSKK5PV00,SUPRA_VPLUS,SUPRA Vplus,4,True,WPSKK5PV00,,models=SUPRA Vplus|TIGMA Vplus
EPAL51,EPAL51,SUPRA_N,SUPRA N,4,True,EPAL51,inferred_from_prefix,models=SUPRA N|SUPRA Vplus
DPCHA1,DPCHA1,INTEGER_PLUS,INTEGER plus,4,False,DPCHA1,,
미정,미정,ECOLITE2000,ECOLITE2000,4,True,미정,,models=ECOLITE2000|SUPRA N
EPAP311,EPAP311,SUPRA_N,SUPRA N,4,False,EPAP311,inferred_from_prefix,
SRE301、SRE302、SRE303、SRE304,SRE301、SRE302、SRE303、SRE304,ALL,ALL,4,False,SRE301、SRE302、SRE303、SRE304,,
DPCG13,DPCG13,INTEGER_PLUS,INTEGER plus,4,False,DPCG13,,
WPSKL63400,WPSKL63400,SUPRA_VPLUS,SUPRA Vplus,4,False,WPSKL63400,,
WPSKK44J00,WPSKK44J00,SUPRA_VPLUS,SUPRA Vplus,4,True,WPSKK44J00,,models=SUPRA Vplus|TIGMA Vplus
DPCG01,DPCG01,INTEGER_PLUS,INTEGER plus,4,False,DPCG01,,
AAPS-A02,AAPS-A02,SUPRA_N,SUPRA N,4,False,AAPS-A02|AAPSA02,,
PGK28708,PGK28708,SUPRA_VPLUS,SUPRA Vplus,4,False,PGK28708,,
PSK01,PSK01,DAS2000,DAS2000,4,False,PSK01,,
ECASHA39,ECASHA39,SUPRA_VPLUS,SUPRA Vplus,4,False,ECASHA39,,
EPAB713,EPAB713,SUPRA_N,SUPRA N,4,False,EPAB713,inferred_from_prefix,
DPCB711,DPCB711,INTEGER_PLUS,INTEGER plus,4,False,DPCB711,,
ABPS-A05,ABPS-A05,SUPRA_N,SUPRA N,4,False,ABPS-A05|ABPSA05,,
BEASHA-01,BEASHA-01,DAS2000,DAS2000,4,False,BEASHA-01|BEASHA01,,
DPCB710,DPCB710,INTEGER_PLUS,INTEGER plus,4,False,DPCB710,,
WPSKBEAT00,WPSKBEAT00,SUPRA_VPLUS,SUPRA Vplus,4,False,WPSKBEAT00,,
5ESP0501,5ESP0501,SUPRA_N,SUPRA N,4,False,5ESP0501,,
6EPR0901,6EPR0901,SUPRA_N,SUPRA N,4,False,6EPR0901,,
EPAP341,EPAP341,SUPRA_N,SUPRA N,4,False,EPAP341,inferred_from_prefix,
EPAJF04,EPAJF04,SUPRA_N,SUPRA N,4,False,EPAJF04,inferred_from_prefix,
WPSK601400,WPSK601400,SUPRA_VPLUS,SUPRA Vplus,4,False,WPSK601400,,
APT408,APT408,SUPRA_XP,SUPRA XP,4,False,APT408,,
WPSKLL3900,WPSKLL3900,SUPRA_VPLUS,SUPRA Vplus,4,False,WPSKLL3900,,
WPSKB8AW00,WPSKB8AW00,SUPRA_VPLUS,SUPRA Vplus,4,False,WPSKB8AW00,,
EPAH14,EPAH14,SUPRA_VPLUS,SUPRA Vplus,4,False,EPAH14,inferred_from_prefix,
EPAAE1,EPAAE1,SUPRA_V,SUPRA V,4,False,EPAAE1,inferred_from_prefix,
4ESPC503,4ESPC503,SUPRA_N,SUPRA N,4,False,4ESPC503,,
5ESP0203,5ESP0203,SUPRA_N,SUPRA N,4,False,5ESP0203,,
WPSKK7PG00,WPSKK7PG00,TIGMA_VPLUS,TIGMA Vplus,4,False,WPSKK7PG00,,
PJK29732,PJK29732,SUPRA_N,SUPRA N,4,False,PJK29732,,
CEEASH01,CEEASH01,SUPRA_VM,SUPRA Vm,4,False,CEEASH01,,
SFP404,SFP404,SUPRA_VPLUS,SUPRA Vplus,4,False,SFP404,,
EPAHZ07,EPAHZ07,SUPRA_N,SUPRA N,4,False,EPAHZ07,inferred_from_prefix,
EPAP707,EPAP707,SUPRA_N,SUPRA N,4,False,EPAP707,inferred_from_prefix,
EPAJM31,EPAJM31,SUPRA_N,SUPRA N,4,False,EPAJM31,inferred_from_prefix,
EBASHA15,EBASHA15,SUPRA_IV,SUPRA IV,4,False,EBASHA15,,
5ETP1101,5ETP1101,TERA21,TERA21,4,False,5ETP1101,,
EPA406,EPA406,SUPRA_VPLUS,SUPRA Vplus,4,False,EPA406,inferred_from_prefix,
PE 03,PE 03,ECOLITE_XP,ECOLITE XP,4,True,PE 03|PE03,,models=ECOLITE XP|Etc.
ESPA03,ESPA03,SUPRA_VM,SUPRA Vm,4,False,ESPA03,,
EPAB701,EPAB701,SUPRA_N,SUPRA N,4,False,EPAB701,inferred_from_prefix,
DPCP809,DPCP809,INTEGER_PLUS,INTEGER plus,4,False,DPCP809,,
EPAE82,EPAE82,SUPRA_V,SUPRA V,4,False,EPAE82,inferred_from_prefix,
WPSKAF5F00,WPSKAF5F00,SUPRA_VPLUS,SUPRA Vplus,4,False,WPSKAF5F00,,
SFP713,SFP713,SUPRA_VPLUS,SUPRA Vplus,4,False,SFP713,,
BDES13,BDES13,ECOLITE_3000,ECOLITE3000,4,False,BDES13,,
CUSTRIP-05,CUSTRIP-05,SUPRA_VM,SUPRA Vm,4,True,CUSTRIP-05|CUSTRIP05,,models=SUPRA Vm|TERA21
EPRS744,EPRS744,TERA21,TERA21,4,False,EPRS744,inferred_from_prefix,
CPA802,CPA802,ECOLITE_3000,ECOLITE3000,4,True,CPA802,,models=ECOLITE3000|TERA 21 RC|TERA21-RC
FD DSM-5,FD DSM-5,ECOLITE_3000,ECOLITE3000,4,False,FD DSM-5|FD DSM5|FDDSM-5,,
CPP481,CPP481,ECOLITE_II_400,ECOLITE II 400,4,True,CPP481,,models=ECOLITE II 400|ECOLITE Ⅱ
WPSKK5EZ00,WPSKK5EZ00,TIGMA_VPLUS,TIGMA Vplus,4,False,WPSKK5EZ00,,
EPRN01,EPRN01,SUPRA_N,SUPRA N,4,False,EPRN01,inferred_from_prefix,
DES15,DES15,ECOLITE_2000,ECOLITE 2000,4,True,DES15,,models=ECOLITE 2000|ECOLITE2000|ECOLITE3000
DPCG07,DPCG07,INTEGER_PLUS,INTEGER plus,4,False,DPCG07,,
WDE002,WDE002,ECOLITE_3000,ECOLITE3000,4,False,WDE002,,
DES-10,DES-10,ECOLITE_2000,ECOLITE 2000,4,True,DES-10|DES10,,models=ECOLITE 2000|ECOLITE2000|Ecolite2000
WPSKAHEB00,WPSKAHEB00,SUPRA_VPLUS,SUPRA Vplus,4,False,WPSKAHEB00,,
WPSKAHDQ00,WPSKAHDQ00,SUPRA_VI_PLUS,SUPRA Vi plus,4,True,WPSKAHDQ00,,models=SUPRA Vi plus|SUPRA Vplus
4EPR5401,4EPR5401,SUPRA_N,SUPRA N,4,False,4EPR5401,,
ASHC204,ASHC204,SUPRA_IV,SUPRA IV,4,False,ASHC204,,
STRIPB-B03,STRIPB-B03,SUPRA_VM,SUPRA Vm,4,False,STRIPB-B03|STRIPBB03,,
EPRH04,EPRH04,SUPRA_V,SUPRA V,4,True,EPRH04,inferred_from_prefix,models=SUPRA V|SUPRA Vplus
DSP02,DSP02,ECOLITE_3000,ECOLITE3000,4,False,DSP02,,
DES,DES,ECOLITE_3000,ECOLITE3000,4,False,DES,,
WPSKA1T00,WPSKA1T00,SUPRA_VPLUS,SUPRA Vplus,4,False,WPSKA1T00,,
WPSK7B1S00,WPSK7B1S00,SUPRA_VPLUS,SUPRA Vplus,4,False,WPSK7B1S00,,
STRIPB-A04,STRIPB-A04,SUPRA_VM,SUPRA Vm,4,False,STRIPB-A04|STRIPBA04,,
DES02,DES02,ECOLITE_II,ECOLITE II,4,True,DES02,,models=ECOLITE II|ECOLITE Ⅱ|ECOLITE Ⅲ|Ecolite3000
WRF003,WRF003,GENEVA_STP300_XP,GENEVA STP300 xp,4,True,WRF003,,models=GENEVA STP300 xp|GENEVA xp
FCWRFSG01,FCWRFSG01,GENEVA_STP300_XP,GENEVA STP300 xp,4,False,FCWRFSG01,,
JWRL03,JWRL03,GENEVA_STP300_XP,GENEVA STP300 xp,4,False,JWRL03,,
BDES016,BDES016,ECOLITE_3000,ECOLITE 3000,4,False,BDES016,,
CFUR001,CFUR001,GENEVA_STP300_XP,GENEVA STP300 xp,4,False,CFUR001,,
NWRL06,NWRL06,GENEVA_STP300_XP,GENEVA STP300 xp,4,False,NWRL06,,
WRFBW11,WRFBW11,GENEVA_STP300_XP,GENEVA STP300 xp,4,False,WRFBW11,,
ARP12,ARP12,ECOLITE_II,ECOLITE II,4,False,ARP12,,
FRP203,FRP203,GENEVA_STP300_XP,GENEVA STP300 xp,4,False,FRP203,,
KEK37536,KEK37536,ECOLITE_II,ECOLITE II,4,False,KEK37536,,
WLR201,WLR201,GENEVA_STP300_XP,GENEVA STP300 xp,4,True,WLR201,,models=GENEVA STP300 xp|GENEVA xp
PLM3002,PLM3002,ECOLITE_3000,ECOLITE 3000,4,False,PLM3002,,
URFL16,URFL16,GENEVA_STP300,GENEVA STP300,4,True,URFL16,,models=GENEVA STP300|GENEVA STP300 xp
YRFPGB01,YRFPGB01,GENEVA_STP300_XP,GENEVA STP300 xp,4,False,YRFPGB01,,
EVPAL10,EVPAL10,ECOLITE_3000,ECOLITE 3000,4,True,EVPAL10,,models=ECOLITE 3000|TERA21-RC
WRF005,WRF005,GENEVA_STP300_XP,GENEVA STP300 xp,4,True,WRF005,,models=GENEVA STP300 xp|GENEVA xp
REF#802,REF#802,GENEVA_STP300_XP,GENEVA STP300 xp,4,False,REF#802,,
KTK37522,KTK37522,ECOLITE_3000,ECOLITE 3000,4,False,KTK37522,,
W710IR,W710IR,GENEVA_STP300_XP,GENEVA STP300 xp,4,True,W710IR,,models=GENEVA STP300 xp|GENEVA xp
WRFCW04,WRFCW04,GENEVA_STP300_XP,GENEVA STP300 xp,4,False,WRFCW04,,
ZCREC501,ZCREC501,GENEVA_STP300_XP,GENEVA STP300 xp,4,False,ZCREC501,,
ARP04,ARP04,ECOLITE_II,ECOLITE II,4,False,ARP04,,
GRFL04,GRFL04,GENEVA_STP300,GENEVA STP300,4,False,GRFL04,,
WRF004,WRF004,GENEVA_STP300_XP,GENEVA STP300 xp,4,True,WRF004,,models=GENEVA STP300 xp|GENEVA xp
SREFW6,SREFW6,GENEVA_XP,GENEVA xp,4,False,SREFW6,,
KTK35515,KTK35515,ECOLITE_3000,ECOLITE3000,4,False,KTK35515,,
AEASH02,AEASH02,ECOLITE2000,ECOLITE2000,4,False,AEASH02,,
KEK34501,KEK34501,ECOLITE_Ⅱ,ECOLITE Ⅱ,4,False,KEK34501,,
850-09,850-09,GENEVA_STP300,GENEVA STP300,4,False,850-09|85009,,
DSP006,DSP006,ECOLITE_3000,ECOLITE3000,4,False,DSP006,,
790-12,790-12,ECOLITE_3000,ECOLITE3000,4,False,790-12|79012,,
ReflowD,ReflowD,GENEVA_XP,GENEVA xp,4,False,ReflowD,,
SFLU03,SFLU03,GENEVA_STP300,GENEVA STP300,4,True,SFLU03,,models=GENEVA STP300|GENEVA x
reflow D,reflow D,GENEVA_XP,GENEVA xp,4,False,reflow D|reflowD,,
URFL-93,URFL-93,GENEVA_XP,GENEVA xp,4,False,URFL-93|URFL93,,
SPD901,SPD901,ECOLITE_3000,ECOLITE3000,4,False,SPD901,,
JWREF-03,JWREF-03,GENEVA_XP,GENEVA xp,4,False,JWREF-03|JWREF03,,
EPAL54,EPAL54,SUPRA_N,SUPRA N,3,False,EPAL54,inferred_from_prefix,
WPSKB7XA00,WPSKB7XA00,SUPRA_XP,SUPRA XP,3,False,WPSKB7XA00,,
EPAE85,EPAE85,SUPRA_V,SUPRA V,3,True,EPAE85,inferred_from_prefix,models=SUPRA V|SUPRA Ⅴ
ESAC19,ESAC19,SUPRA_V,SUPRA V,3,True,ESAC19,,models=SUPRA V|SUPRA Ⅴ
EPE7701,EPE7701,PRECIA,PRECIA,3,False,EPE7701,inferred_from_prefix,
WPSKLQX600,WPSKLQX600,SUPRA_XP,SUPRA XP,3,False,WPSKLQX600,,
APT517,APT517,SUPRA_XP,SUPRA XP,3,False,APT517,,
WNFHEC33,WNFHEC33,INTEGER_PLUS,INTEGER plus,3,True,WNFHEC33,,models=INTEGER plus|ZIVIS plus
EPRS741,EPRS741,TERA_21,TERA 21,3,True,EPRS741,inferred_from_prefix,models=TERA 21|TERA21
DPCHA2,DPCHA2,INTEGER_PLUS,INTEGER plus,3,False,DPCHA2,,
IPCD702,IPCD702,INTEGER_PLUS,INTEGER plus,3,False,IPCD702,,
SFP407,SFP407,SUPRA_VPLUS,SUPRA Vplus,3,False,SFP407,,
WPSKB4AS00,WPSKB4AS00,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKB4AS00,,
WPSKL33100,WPSKL33100,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKL33100,,
EPAHZ51,EPAHZ51,SUPRA_VPLUS,SUPRA Vplus,3,False,EPAHZ51,inferred_from_prefix,
WEPR4410,WEPR4410,SUPRA_N,SUPRA N,3,False,WEPR4410,,
ASP1201,ASP1201,SUPRA_XP,SUPRA XP,3,False,ASP1201,,
EPAMU8,EPAMU8,SUPRA_N,SUPRA N,3,False,EPAMU8,inferred_from_prefix,
DPCHZ10,DPCHZ10,INTEGER_PLUS,INTEGER plus,3,False,DPCHZ10,,
APT432,APT432,SUPRA_XP,SUPRA XP,3,False,APT432,,
WNFPEB02,WNFPEB02,ZIVIS_PLUS,ZIVIS plus,3,False,WNFPEB02,,
EPRY03,EPRY03,SUPRA_N,SUPRA N,3,False,EPRY03,inferred_from_prefix,
A1UDR01P,A1UDR01P,SUPRA_XP,SUPRA XP,3,False,A1UDR01P,,
DPCEJ03,DPCEJ03,INTEGER_PLUS,INTEGER plus,3,False,DPCEJ03,,
IPC3715,IPC3715,INTEGER_PLUS,INTEGER plus,3,False,IPC3715,,
DPCHZ02,DPCHZ02,INTEGER_PLUS,INTEGER plus,3,False,DPCHZ02,,
DICE81,DICE81,INTEGER_IVR,INTEGER IVr,3,True,DICE81,,models=INTEGER IVr|INTEGER Ivr
APT434,APT434,SUPRA_XP,SUPRA XP,3,False,APT434,,
APT410,APT410,SUPRA_XP,SUPRA XP,3,False,APT410,,
WPSKLL9800,WPSKLL9800,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKLL9800,,
AASHD08,AASHD08,SUPRA_N,SUPRA N,3,False,AASHD08,,
WPSKBEAU00,WPSKBEAU00,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKBEAU00,,
All tool,All tool,GENEVA_XP,GENEVA xp,3,True,All tool|Alltool,,models=GENEVA xp|SUPRA Vplus
DPCB701,DPCB701,INTEGER_PLUS,INTEGER plus,3,False,DPCB701,,
WPSKL63000,WPSKL63000,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKL63000,,
AEASHP1,AEASHP1,DAS2000,DAS2000,3,False,AEASHP1,,
ESPA02,ESPA02,SUPRA_VM,SUPRA Vm,3,False,ESPA02,,
WABPEB09,WABPEB09,SUPRA_N,SUPRA N,3,False,WABPEB09,,
WPSKK11400,WPSKK11400,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKK11400,,
8N1,8N1,TIGMA_VPLUS,TIGMA Vplus,3,False,8N1,,
DPCHZ08,DPCHZ08,INTEGER_PLUS,INTEGER plus,3,False,DPCHZ08,,
EPAL07,EPAL07,SUPRA_N,SUPRA N,3,False,EPAL07,inferred_from_prefix,
WPSKBCAW00,WPSKBCAW00,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKBCAW00,,
WPSKB7AU00,WPSKB7AU00,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKB7AU00,,
DPCB806,DPCB806,INTEGER_PLUS,INTEGER plus,3,False,DPCB806,,
BASHD06,BASHD06,SUPRA_N,SUPRA N,3,False,BASHD06,,
EPRE11,EPRE11,SUPRA_VPLUS,SUPRA Vplus,3,False,EPRE11,inferred_from_prefix,
EPAM01,EPAM01,SUPRA_N,SUPRA N,3,False,EPAM01,inferred_from_prefix,
WASBEC10,WASBEC10,SUPRA_N,SUPRA N,3,False,WASBEC10,,
EPA3701,EPA3701,SUPRA_N,SUPRA N,3,False,EPA3701,inferred_from_prefix,
WPSKAW9S00,WPSKAW9S00,OMNIS_PLUS,OMNIS plus,3,False,WPSKAW9S00,,
WPSKAW9L00,WPSKAW9L00,OMNIS,OMNIS,3,True,WPSKAW9L00,,models=OMNIS|OMNIS plus
WPSKAG3800,WPSKAG3800,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKAG3800,,
WPSKK6C400,WPSKK6C400,TIGMA_VPLUS,TIGMA Vplus,3,False,WPSKK6C400,,
EPAA05,EPAA05,SUPRA_Ⅴ,SUPRA Ⅴ,3,False,EPAA05,inferred_from_prefix,
4ESPF501,4ESPF501,SUPRA_V,SUPRA V,3,True,4ESPF501,,models=SUPRA V|SUPRA Ⅴ
ECPAH02,ECPAH02,SUPRA_NM,SUPRA Nm,3,False,ECPAH02,,
4EPR0708,4EPR0708,SUPRA_N,SUPRA N,3,False,4EPR0708,,
CUSTRIP-01,CUSTRIP-01,SUPRA_VM,SUPRA Vm,3,True,CUSTRIP-01|CUSTRIP01,,models=SUPRA Vm|TERA 21
EPAL02,EPAL02,SUPRA_N,SUPRA N,3,False,EPAL02,inferred_from_prefix,
WASB135,WASB135,SUPRA_N,SUPRA N,3,False,WASB135,,
ABPS-A06,ABPS-A06,SUPRA_N,SUPRA N,3,False,ABPS-A06|ABPSA06,,
WEC 1.00.12_R2,WEC 1.00.12_R2,PRECIA,PRECIA,3,False,WEC 1.00.12_R2|WEC 1.00.12R2|WEC1.00.12_R2,,
DPCG51,DPCG51,INTEGER_PLUS,INTEGER plus,3,False,DPCG51,,
EAFP12,EAFP12,DAS2000,DAS2000,3,False,EAFP12,,
BASHD01,BASHD01,SUPRA_N,SUPRA N,3,False,BASHD01,,
AASHG05,AASHG05,SUPRA_N,SUPRA N,3,False,AASHG05,,
DPCEJ01,DPCEJ01,INTEGER_PLUS,INTEGER plus,3,False,DPCEJ01,,
PGK28732,PGK28732,SUPRA_VPLUS,SUPRA Vplus,3,False,PGK28732,,
EAP01,EAP01,TERA_21,TERA 21,3,True,EAP01,,models=TERA 21|TERA21
CUSTRIP-18,CUSTRIP-18,SUPRA_VM,SUPRA Vm,3,True,CUSTRIP-18|CUSTRIP18,,models=SUPRA Vm|SUPRA Vplus
CUSTRIP-07,CUSTRIP-07,TERA_21,TERA 21,3,True,CUSTRIP-07|CUSTRIP07,,models=TERA 21|TERA21
WPSKK8S400,WPSKK8S400,TIGMA_VPLUS,TIGMA Vplus,3,False,WPSKK8S400,,
JEBVEB22,JEBVEB22,PRECIA,PRECIA,3,False,JEBVEB22,,
WPSKAIDS00,WPSKAIDS00,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKAIDS00,,
TPRG01,TPRG01,TERA_21,TERA 21,3,True,TPRG01,,models=TERA 21|TERA21
EPAGH0,EPAGH0,SUPRA_N,SUPRA N,3,False,EPAGH0,inferred_from_prefix,
EPAP313,EPAP313,SUPRA_N,SUPRA N,3,False,EPAP313,inferred_from_prefix,
EKASHB02,EKASHB02,SUPRA_VPLUS,SUPRA Vplus,3,False,EKASHB02,,
WPSKAJEN00,WPSKAJEN00,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKAJEN00,,
EPAGQ01,EPAGQ01,SUPRA_VPLUS,SUPRA Vplus,3,False,EPAGQ01,inferred_from_prefix,
EAP55,EAP55,TERA_21,TERA 21,3,True,EAP55,,models=TERA 21|TERA21
WPSKB8AR00,WPSKB8AR00,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKB8AR00,,
ESAC15,ESAC15,SUPRA_V,SUPRA V,3,True,ESAC15,,models=SUPRA V|SUPRA Ⅴ
EPAG19,EPAG19,SUPRA_V,SUPRA V,3,True,EPAG19,inferred_from_prefix,models=SUPRA V|SUPRA Ⅴ
EPAG20,EPAG20,SUPRA_Ⅴ,SUPRA Ⅴ,3,False,EPAG20,inferred_from_prefix,
ASH03,ASH03,DAS2000,DAS2000,3,False,ASH03,,
EPA3710,EPA3710,SUPRA_N,SUPRA N,3,False,EPA3710,inferred_from_prefix,
WASB136,WASB136,SUPRA_N,SUPRA N,3,False,WASB136,,
ESAC58,ESAC58,SUPRA_IV,SUPRA IV,3,True,ESAC58,,models=SUPRA IV|SUPRA Ⅲ
AEASH01,AEASH01,DAS2000,DAS2000,3,False,AEASH01,,
EPAB302,EPAB302,SUPRA_N,SUPRA N,3,False,EPAB302,inferred_from_prefix,
STRIPB-35,STRIPB-35,SUPRA_VM,SUPRA Vm,3,False,STRIPB-35|STRIPB35,,
SFP422,SFP422,SUPRA_VPLUS,SUPRA Vplus,3,False,SFP422,,
EPAHJ12,EPAHJ12,SUPRA_N,SUPRA N,3,True,EPAHJ12,inferred_from_prefix,models=SUPRA N|SUPRA Vplus
WPSK7A1W00,WPSK7A1W00,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSK7A1W00,,
DPCJL07,DPCJL07,INTEGER_PLUS,INTEGER plus,3,False,DPCJL07,,
EPRS739,EPRS739,TERA21,TERA21,3,False,EPRS739,inferred_from_prefix,
CUSTRIP-13,CUSTRIP-13,SUPRA_VI,SUPRA Vi,3,True,CUSTRIP-13|CUSTRIP13,,models=SUPRA Vi|SUPRA Vm|TERA21
DPCB803,DPCB803,INTEGER_PLUS,INTEGER plus,3,False,DPCB803,,
WPSKK7PJ00,WPSKK7PJ00,SUPRA_VPLUS,SUPRA Vplus,3,True,WPSKK7PJ00,,models=SUPRA Vplus|TIGMA Vplus
WSNF103,WSNF103,ZIVIS_PLUS,ZIVIS plus,3,False,WSNF103,,
5EEBP2901,5EEBP2901,PRECIA,PRECIA,3,False,5EEBP2901,,
EFPA09,EFPA09,SUPRA_VM,SUPRA Vm,3,False,EFPA09,,
EPRS735,EPRS735,TERA21,TERA21,3,False,EPRS735,inferred_from_prefix,
EPAL124,EPAL124,SUPRA_N,SUPRA N,3,False,EPAL124,inferred_from_prefix,
5ESP1301,5ESP1301,SUPRA_N,SUPRA N,3,False,5ESP1301,,
DPCB705,DPCB705,INTEGER_PLUS,INTEGER plus,3,False,DPCB705,,
WPSKB9AW00,WPSKB9AW00,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKB9AW00,,
SRE302,SRE302,SUPRA_N,SUPRA N,3,False,SRE302,,
WPSKK8NQ00,WPSKK8NQ00,SUPRA_VPLUS,SUPRA Vplus,3,True,WPSKK8NQ00,,models=SUPRA Vplus|TIGMA Vplus
5ESP2802,5ESP2802,SUPRA_N,SUPRA N,3,False,5ESP2802,,
WASE101,WASE101,SUPRA_N,SUPRA N,3,True,WASE101,,models=SUPRA N|SUPRA V
ESPAF01,ESPAF01,SUPRA_NM,SUPRA Nm,3,False,ESPAF01,,
WPSKAF9J00,WPSKAF9J00,OMNIS,OMNIS,3,False,WPSKAF9J00,,
ECPAC20,ECPAC20,SUPRA_NM,SUPRA Nm,3,False,ECPAC20,,
APT791,APT791,SUPRA_XP,SUPRA XP,3,False,APT791,,
WPSKAF5H00,WPSKAF5H00,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSKAF5H00,,
EPAGH13,EPAGH13,SUPRA_N,SUPRA N,3,False,EPAGH13,inferred_from_prefix,
EPAP851,EPAP851,SUPRA_N,SUPRA N,3,False,EPAP851,inferred_from_prefix,
AASHG02,AASHG02,SUPRA_N,SUPRA N,3,True,AASHG02,,models=SUPRA N|SUPRA V
SUPRA XP All,SUPRA XP All,SUPRA_XP,SUPRA XP,3,False,SUPRA XP All|SUPRAXPAll,,
ECASHA38,ECASHA38,SUPRA_VPLUS,SUPRA Vplus,3,False,ECASHA38,,
DEAS11,DEAS11,DAS2000,DAS2000,3,False,DEAS11,,
DPCHZ03,DPCHZ03,INTEGER_PLUS,INTEGER plus,3,False,DPCHZ03,,
EPR331,EPR331,DAS2000,DAS2000,3,False,EPR331,inferred_from_prefix,
4ESPC506,4ESPC506,SUPRA_N,SUPRA N,3,False,4ESPC506,,
EPAP333,EPAP333,SUPRA_N,SUPRA N,3,False,EPAP333,inferred_from_prefix,
EPAM31,EPAM31,SUPRA_N,SUPRA N,3,False,EPAM31,inferred_from_prefix,
29,29,TIGMA_VPLUS,TIGMA Vplus,3,False,29,,
ESPAD01,ESPAD01,SUPRA_NM,SUPRA Nm,3,False,ESPAD01,,
KEP302,KEP302,SUPRA_III,SUPRA III,3,True,KEP302,,models=SUPRA III|SUPRA IV
EPAMV2,EPAMV2,SUPRA_N,SUPRA N,3,False,EPAMV2,inferred_from_prefix,
4EPR2501,4EPR2501,SUPRA_N,SUPRA N,3,False,4EPR2501,,
WPSK246800,WPSK246800,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSK246800,,
EDA251C,EDA251C,ECOLITE_3000,ECOLITE 3000,3,True,EDA251C,,models=ECOLITE 3000|ECOLITE3000
WPSK7B2200,WPSK7B2200,SUPRA_VPLUS,SUPRA Vplus,3,False,WPSK7B2200,,
STRIP-16,STRIP-16,SUPRA_VM,SUPRA Vm,3,False,STRIP-16|STRIP16,,
EPAL06,EPAL06,SUPRA_N,SUPRA N,3,False,EPAL06,inferred_from_prefix,
EPAP801,EPAP801,SUPRA_N,SUPRA N,3,False,EPAP801,inferred_from_prefix,
EPRT01,EPRT01,SUPRA_N,SUPRA N,3,False,EPRT01,inferred_from_prefix,
EPAP310,EPAP310,SUPRA_N,SUPRA N,3,False,EPAP310,inferred_from_prefix,
ESPAC04,ESPAC04,SUPRA_VM,SUPRA Vm,3,True,ESPAC04,,models=SUPRA Vm|SUPRA Vplus
EPAP842,EPAP842,SUPRA_N,SUPRA N,3,False,EPAP842,inferred_from_prefix,
