qid,split,system_id,status,skip_reason,query_doc_type,canonical_target_device,parsed_hard_devices,parsed_hard_equip_ids,family_devices,raw_cont@1,raw_cont@3,raw_cont@5,raw_cont@10,adj_cont@1,adj_cont@3,adj_cont@5,adj_cont@10,shared@1,shared@3,shared@5,shared@10,ce@1,ce@3,ce@5,ce@10,hit@1,hit@3,hit@5,hit@10,mrr,top_doc_ids,in_corpus_top_docs
A-E-0010,explicit,P1,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,global_sop_supra_n_series_all_tm_ctc|global_sop_supra_xp_all_tm_robot|global_sop_supra_n_series_all_tm_solenoid_valve|global_sop_supra_xp_all_tm_ctc|global_sop_supra_xp_all_efem_controller,True
A-E-0011,explicit,B0,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_ll_pin_modify_eng,True
A-E-0011,explicit,B1,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip,True
A-E-0011,explicit,B2,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_ll_pin_modify_eng,True
A-E-0011,explicit,B3,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_ll_pin_modify_eng,True
A-E-0011,explicit,B4,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_ll_pin_modify_eng,True
A-E-0011,explicit,P1,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,1.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,global_sop_integer_plus_all_ll_mfc|global_sop_precia_all_pm_mfc|global_sop_precia_all_tm_slot_valve|global_sop_precia_all_tm_robot|global_sop_integer_plus_all_tm_solenoid_valve|global_sop_supra_xp_all_tm_robot|global_sop_supra_n_series_all_tm_ctc,True
A-E-0012,explicit,B0,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.3333333333333333,0.2,0.1,0.0,0.3333333333333333,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_ll_pin_modify_eng|global_sop_supra_xp_all_efem_ionizer,True
A-E-0012,explicit,B1,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip,True
A-E-0012,explicit,B2,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.3333333333333333,0.2,0.1,0.0,0.3333333333333333,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_ll_pin_modify_eng|global_sop_supra_xp_all_efem_ionizer,True
A-E-0012,explicit,B3,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.3333333333333333,0.2,0.1,0.0,0.3333333333333333,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_ll_pin_modify_eng|global_sop_supra_xp_all_efem_ionizer,True
A-E-0012,explicit,B4,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_ll_pin_modify_eng,True
A-E-0012,explicit,P1,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,1.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,global_sop_precia_all_pm_mfc|global_sop_precia_all_tm_robot|global_sop_integer_plus_all_tm_solenoid_valve|global_sop_supra_xp_all_tm_robot|global_sop_integer_plus_all_ll_mfc|global_sop_supra_n_series_all_tm_ctc|global_sop_supra_n_series_all_tm_solenoid_valve,True
A-E-0013,explicit,B0,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.3333333333333333,0.4,0.2,0.0,0.3333333333333333,0.4,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_ll_pin_modify_eng|global_sop_supra_xp_all_efem_ionizer|global_sop_supra_xp_all_pm_n2_curtain_eng,True
A-E-0013,explicit,B1,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.3333333333333333,0.2,0.1,0.0,0.3333333333333333,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_efem_ionizer,True
A-E-0013,explicit,B2,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.3333333333333333,0.4,0.2,0.0,0.3333333333333333,0.4,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_ll_pin_modify_eng|global_sop_supra_xp_all_efem_ionizer|global_sop_supra_xp_all_pm_n2_curtain_eng,True
A-E-0013,explicit,B3,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.3333333333333333,0.4,0.2,0.0,0.3333333333333333,0.4,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_ll_pin_modify_eng|global_sop_supra_xp_all_pm_n2_curtain_eng|global_sop_supra_xp_all_efem_ionizer,True
A-E-0013,explicit,B4,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_ll_pin_modify_eng,True
A-E-0013,explicit,P1,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,1.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,global_sop_precia_all_pm_mfc|global_sop_precia_all_tm_solenoid_valve|global_sop_supra_xp_all_tm_robot|global_sop_integer_plus_all_ll_mfc|global_sop_supra_n_series_all_tm_ctc|global_sop_supra_n_series_all_tm_solenoid_valve|global_sop_supra_xp_all_efem_controller,True
A-E-0014,explicit,B0,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_flow_switch|global_sop_supra_xp_all_pm_flow_switch|global_sop_supra_xp_all_ll_pressure_gauge|global_sop_supra_xp_all_efem_pressure_switch,True
A-E-0014,explicit,B1,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,0.6666666666666666,0.4,0.2,1.0,0.6666666666666666,0.4,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_flow_switch|global_sop_supra_xp_all_pm_flow_switch,True
A-E-0014,explicit,B2,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_flow_switch|global_sop_supra_xp_all_pm_flow_switch|global_sop_supra_xp_all_ll_pressure_gauge|global_sop_supra_xp_all_efem_pressure_switch,True
A-E-0014,explicit,B3,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_flow_switch|global_sop_supra_xp_all_pm_flow_switch|global_sop_supra_xp_all_efem_pressure_switch|global_sop_supra_xp_all_ll_pressure_gauge,True
A-E-0014,explicit,B4,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_flow_switch|global_sop_supra_xp_all_pm_flow_switch|global_sop_supra_xp_all_efem_pressure_switch|global_sop_supra_xp_all_ll_pressure_gauge,True
A-E-0014,explicit,P1,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,global_sop_supra_xp_all_tm_slot_valve|global_sop_supra_xp_all_efem_controller|global_sop_supra_xp_all_pm_manometer|global_sop_supra_xp_all_tm_device_net_board|global_sop_supra_xp_all_efem_ffu|global_sop_supra_xp_all_tm_ctc|global_sop_supra_xp_all_pm_device_net_board|global_sop_supra_xp_all_tm_mfc,True
A-E-0015,explicit,B0,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.6,0.3,0.0,0.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_flow_switch|global_sop_supra_xp_all_pm_flow_switch|global_sop_supra_xp_all_efem_pressure_switch|global_sop_supra_xp_all_efem_ffu,True
A-E-0015,explicit,B1,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,0.6666666666666666,0.4,0.2,1.0,0.6666666666666666,0.4,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_flow_switch|global_sop_supra_xp_all_pm_flow_switch,True
A-E-0015,explicit,B2,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.6,0.3,0.0,0.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_flow_switch|global_sop_supra_xp_all_pm_flow_switch|global_sop_supra_xp_all_efem_pressure_switch|global_sop_supra_xp_all_efem_ffu,True
A-E-0015,explicit,B3,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.6,0.3,0.0,0.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_flow_switch|global_sop_supra_xp_all_pm_flow_switch|global_sop_supra_xp_all_efem_pressure_switch|global_sop_supra_xp_all_efem_ffu,True
A-E-0015,explicit,B4,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.6,0.3,0.0,0.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_flow_switch|global_sop_supra_xp_all_pm_flow_switch|global_sop_supra_xp_all_efem_pressure_switch|global_sop_supra_xp_all_efem_ffu,True
A-E-0015,explicit,P1,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,global_sop_supra_xp_all_pm_manometer|global_sop_supra_xp_all_efem_ffu|global_sop_supra_xp_all_tm_device_net_board|global_sop_supra_xp_all_tm_ctc|global_sop_supra_xp_all_pm_device_net_board|global_sop_supra_xp_all_efem_controller|global_sop_supra_xp_all_tm_mfc|global_sop_supra_xp_all_tm_robot,True
A-E-0016,explicit,B0,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.6666666666666666,0.4,0.2,0.0,0.3333333333333333,0.2,0.1,0.0,0.3333333333333333,0.2,0.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_pin_modify_eng|global_sop_supra_xp_all_tm_robot|global_sop_supra_xp_all_efem_ionizer|global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_tm_slot_vv_housing_o_ring,True
A-E-0016,explicit,B1,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.3333333333333333,0.2,0.1,0.0,0.3333333333333333,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_pin_modify_eng|global_sop_supra_series_all_pm_bottom_structure,True
A-E-0016,explicit,B2,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.6666666666666666,0.4,0.2,0.0,0.3333333333333333,0.2,0.1,0.0,0.3333333333333333,0.2,0.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_pin_modify_eng|global_sop_supra_xp_all_tm_robot|global_sop_supra_xp_all_efem_ionizer|global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_tm_slot_vv_housing_o_ring,True
A-E-0016,explicit,B3,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.0,0.4,0.2,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_pin_modify_eng|global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_tm_slot_vv_housing_o_ring|global_sop_supra_xp_all_efem_ionizer|global_sop_supra_xp_all_tm_robot,True
A-E-0016,explicit,B4,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_pin_modify_eng|global_sop_supra_xp_all_ll_cip|global_sop_supra_xp_all_tm_slot_vv_housing_o_ring,True
A-E-0016,explicit,P1,ok,,sop,SUPRA XP,SUPRA XP,,SUPRA XP,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,global_sop_supra_xp_all_tm_robot|global_sop_supra_n_series_all_tm_robot|global_sop_supra_n_series_all_tm_ctc|global_sop_precia_all_tm_robot|global_sop_supra_xp_all_tm_ctc,True
A-E-0017,explicit,B0,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.7,1.0,0.6666666666666666,0.6,0.6,0.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_pin|global_sop_supra_xp_all_efem_controller|global_sop_supra_xp_all_pm_pin_assy|global_sop_supra_xp_all_pm_process_kit|global_sop_geneva_xp_rep_pm_load_lock|global_sop_supra_xp_all_pm_prism_source_3000qc|global_sop_supra_xp_all_pm_prism_source_3100qc|global_sop_supra_xp_all_pm_prism_source,True
A-E-0017,explicit,B1,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,0.6666666666666666,0.4,0.2,1.0,0.6666666666666666,0.4,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_pin|global_sop_supra_xp_all_pm_pin_assy,True
A-E-0017,explicit,B2,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.6,1.0,0.6666666666666666,0.6,0.5,0.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_pin|global_sop_supra_xp_all_pm_pin_assy|global_sop_supra_xp_all_efem_controller|global_sop_supra_xp_all_pm_process_kit|global_sop_geneva_xp_rep_pm_load_lock|global_sop_supra_xp_all_pm_prism_source|global_sop_supra_xp_all_pm_prism_source_3100qc,True
A-E-0017,explicit,B3,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,1.0,0.6,1.0,1.0,0.8,0.5,0.0,0.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_pin|global_sop_supra_xp_all_pm_pin_assy|global_sop_geneva_xp_rep_pm_load_lock|global_sop_supra_xp_all_efem_controller|global_sop_supra_xp_all_pm_prism_source|global_sop_supra_xp_all_pm_prism_source_3100qc|global_sop_supra_xp_all_pm_process_kit,True
A-E-0017,explicit,B4,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,1.0,0.7,1.0,0.6666666666666666,0.8,0.6,0.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_ll_pin|global_sop_supra_xp_all_pm_pin_assy|global_sop_supra_xp_all_efem_controller|global_sop_supra_xp_all_pm_prism_source|global_sop_supra_xp_all_pm_prism_source_3000qc|global_sop_supra_xp_all_pm_prism_source_3100qc|global_sop_supra_xp_all_pm_dual_epd,True
A-E-0017,explicit,P1,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,global_sop_supra_xp_all_efem_controller|global_sop_supra_xp_all_tm_mfc|global_sop_supra_xp_all_efem_ffu|global_sop_supra_xp_all_pm_heater_chuck|global_sop_supra_xp_all_tm_slot_valve|global_sop_supra_xp_all_tm_robot|global_sop_supra_xp_all_pm_manometer|global_sop_supra_xp_all_tm_ctc,True
A-E-0018,explicit,B0,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_baratron_gauge|global_sop_supra_xp_all_pm_pressure_gauge|global_sop_supra_xp_all_pm_pirani_gauge|global_sop_supra_xp_all_tm_pressure_gauge,True
A-E-0018,explicit,B1,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.6,0.3,1.0,1.0,0.6,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_baratron_gauge|global_sop_supra_xp_all_pm_pressure_gauge|global_sop_supra_xp_all_tm_pressure_gauge,True
A-E-0018,explicit,B2,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_baratron_gauge|global_sop_supra_xp_all_pm_pressure_gauge|global_sop_supra_xp_all_pm_pirani_gauge|global_sop_supra_xp_all_tm_pressure_gauge,True
A-E-0018,explicit,B3,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_baratron_gauge|global_sop_supra_xp_all_pm_pirani_gauge|global_sop_supra_xp_all_pm_pressure_gauge|global_sop_supra_xp_all_tm_pressure_gauge,True
A-E-0018,explicit,B4,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_baratron_gauge|global_sop_supra_xp_all_pm_pirani_gauge|global_sop_supra_xp_all_pm_pressure_gauge|global_sop_supra_xp_all_tm_pressure_gauge,True
A-E-0018,explicit,P1,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,global_sop_supra_xp_all_pm_manometer|global_sop_supra_xp_all_pm_device_net_board|global_sop_supra_xp_all_pm_heater_chuck|global_sop_supra_xp_all_tm_device_net_board|global_sop_supra_xp_all_tm_robot|global_sop_supra_xp_all_tm_mfc,True
A-E-0019,explicit,B0,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_baratron_gauge|global_sop_supra_xp_all_pm_pressure_gauge|global_sop_supra_xp_all_pm_pirani_gauge|global_sop_supra_xp_all_tm_pressure_gauge,True
A-E-0019,explicit,B1,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.6,0.3,1.0,1.0,0.6,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_baratron_gauge|global_sop_supra_xp_all_tm_pressure_gauge|global_sop_supra_xp_all_pm_pressure_gauge,True
A-E-0019,explicit,B2,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_baratron_gauge|global_sop_supra_xp_all_pm_pressure_gauge|global_sop_supra_xp_all_pm_pirani_gauge|global_sop_supra_xp_all_tm_pressure_gauge,True
A-E-0019,explicit,B3,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_baratron_gauge|global_sop_supra_xp_all_pm_pirani_gauge|global_sop_supra_xp_all_tm_pressure_gauge|global_sop_supra_xp_all_pm_pressure_gauge,True
A-E-0019,explicit,B4,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_baratron_gauge|global_sop_supra_xp_all_pm_pirani_gauge|global_sop_supra_xp_all_tm_pressure_gauge|global_sop_supra_xp_all_pm_pressure_gauge,True
A-E-0019,explicit,P1,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,global_sop_supra_xp_all_pm_heater_chuck|global_sop_supra_xp_all_pm_manometer|global_sop_supra_xp_all_pm_device_net_board|global_sop_supra_xp_all_tm_device_net_board|global_sop_supra_xp_all_tm_robot|global_sop_supra_xp_all_tm_mfc,True
A-E-0020,explicit,B0,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,1.0,0.7,1.0,1.0,0.8,0.5,0.0,0.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_chamber_safety_cover|global_sop_supra_xp_all_pm_preventive_maintenance|global_sop_supra_xp_all_pm_cip_chamber|global_sop_supra_xp_all_rack_rf_generator|global_sop_supra_xp_all_tm_ctc|global_sop_supra_xp_all_ll_pin|global_sop_supra_xp_all_tm_mfc,True
A-E-0020,explicit,B1,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,1.0,0.6,1.0,0.6666666666666666,0.8,0.5,0.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_chamber_safety_cover|global_sop_supra_xp_all_tm_slot_valve|global_sop_supra_xp_all_pm_prism_source|global_sop_supra_xp_all_pm_cip_chamber|global_sop_supra_xp_all_pm_preventive_maintenance|global_sop_supra_xp_all_pm_prism_source_3000qc|global_sop_supra_xp_all_pm_process_kit,True
A-E-0020,explicit,B2,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,1.0,0.7,1.0,1.0,0.8,0.5,0.0,0.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_chamber_safety_cover|global_sop_supra_xp_all_pm_preventive_maintenance|global_sop_supra_xp_all_pm_cip_chamber|global_sop_supra_xp_all_rack_rf_generator|global_sop_supra_xp_all_tm_ctc|global_sop_supra_xp_all_tm_mfc|global_sop_supra_xp_all_ll_pin,True
A-E-0020,explicit,B3,ok,,sop,SUPRA XP,ZEDIUS XP,,ZEDIUS XP,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,global_sop_supra_xp_all_pm_chamber_safety_cover|global_sop_supra_xp_all_pm_cip_chamber|global_sop_supra_xp_all_pm_preventive_maintenance|global_sop_supra_xp_all_ll_pin|global_sop_supra_xp_all_rack_rf_generator|global_sop_supra_xp_all_tm_mfc|global_sop_supra_xp_all_tm_ctc,True
