doc_id,device_name_raw,device_name_norm,doc_type_raw,doc_type_norm,topic,chunk_count,scope_level_gold,is_shared_gold,shared_scope_type_gold
global_sop_supra_xp_all_pm_pendulum_valve,SUPRA XP,SUPRA_XP,SOP,sop,pm_pendulum_valve,27,device,True,multi_device
global_sop_genevaxp_rep_chuck_hard_stopper,GENEVA XP,GENEVA_XP,SOP,sop,chuck_hard_stopper,16,device,False,none
global_sop_supra_n_adj_all_undocking,SUPRA N,SUPRA_N,SOP,sop,all_undocking,19,device,True,multi_device
global_sop_supra_n_adj_all_power_turn_on_off,SUPRA N,SUPRA_N,SOP,sop,all_power_turn_on_off,18,device,True,multi_device
global_sop_omnis_plus_pm_apc_valve_setting_eng,OMNIS plus,OMNIS_PLUS,SOP,sop,global_sop_omnis_plus_pm_apc_valve_setting_eng,18,device,False,none
global_sop_omnis_plus_pm_aging_eng,OMNIS plus,OMNIS_PLUS,SOP,sop,global_sop_omnis_plus_pm_aging_eng,12,device,False,none
global_sop_omnis_plus_rep_tm_robot_undocking,OMNIS plus,OMNIS_PLUS,SOP,sop,tm_robot_undocking,25,device,False,none
global_sop_omnis_plus_all_chuck_temp_product_report,OMNIS plus,OMNIS_PLUS,SOP,sop,chuck_temp_product_report,20,device,False,none
global_sop_omnis_plus_all_pm_process_base_parameter_product_report_eng,OMNIS plus,OMNIS_PLUS,SOP,sop,pm_process_base_parameter_product_report_eng,10,device,False,none
global_sop_omnis_sw_all_process_check_eng,OMNIS,OMNIS,SOP,sop,all_process_check_eng,19,device,False,none
set_up_manual_supra_xq,SUPRA XQ,SUPRA_XQ,SOP,sop,set_up_manual_supra_xq,190,device,False,none
global_sop_geneva_xp_fa_measurement_en,GENEVA XP,GENEVA_XP,SOP,sop,global_sop_geneva_xp_fa_measurement_en,24,device,False,none
global_sop_geneva_xp_rep_pm_formic_bottle,GENEVA XP,GENEVA_XP,SOP,sop,pm_formic_bottle,15,device,False,none
global_sop_geneva_xp_rep_efem_lp_main_board,GENEVA XP,GENEVA_XP,SOP,sop,efem_lp_main_board,31,device,False,none
global_sop_geneva_xp_adj_pm_chuck_motor,GENEVA XP,GENEVA_XP,SOP,sop,pm_chuck_motor,22,device,False,none
global_sop_geneva_xp_adj_pm_chuck_temp_calibration,GENEVA XP,GENEVA_XP,SOP,sop,pm_chuck_temp_calibration,21,device,False,none
global_sop_geneva_xp_adj_heater_chuck_leveling,GENEVA XP,GENEVA_XP,SOP,sop,heater_chuck_leveling,16,device,False,none
global_sop_supra_n_all_sub_unit_mfc,SUPRA N,SUPRA_N,SOP,sop,sub_unit_mfc,21,device,False,none
set_up_manual_supra_n,SUPRA N,SUPRA_N,SOP,sop,set_up_manual_supra_n,265,device,False,none
global_sop_geneva_xp_rep_pm_controller,GENEVA XP,GENEVA_XP,SOP,sop,pm_controller,12,device,True,multi_device
global_sop_integer_plus_all_tm_top_lid,INTEGER plus,INTEGER_PLUS,SOP,sop,tm_top_lid,72,device,False,none
global_sop_integer_plus_all_tm_robot,INTEGER plus,INTEGER_PLUS,SOP,sop,tm_robot,103,device,True,multi_device
global_sop_integer_plus_all_pm_safety_limit_switch,INTEGER plus,INTEGER_PLUS,SOP,sop,pm_safety_limit_switch,19,device,False,none
global_sop_integer_plus_all_pm_pin_motor,INTEGER plus,INTEGER_PLUS,SOP,sop,pm_pin_motor,126,device,False,none
global_sop_integer_plus_all_am_temp_controller,INTEGER plus,INTEGER_PLUS,SOP,sop,am_temp_controller,27,device,False,none
global_sop_integer_plus_all_pm_temp_controller,INTEGER plus,INTEGER_PLUS,SOP,sop,pm_temp_controller,27,device,True,multi_device
global_sop_integer_plus_all_am_devicenet_board,INTEGER plus,INTEGER_PLUS,SOP,sop,am_devicenet_board,58,device,False,none
global_sop_integer_plus_all_tm_32_multi_port,INTEGER plus,INTEGER_PLUS,SOP,sop,tm_32_multi_port,24,device,False,none
global_sop_integer_plus_all_tm_devicenet_board,INTEGER plus,INTEGER_PLUS,SOP,sop,tm_devicenet_board,21,device,True,multi_device
global_sop_integer_plus_all_tm_safety_controller,INTEGER plus,INTEGER_PLUS,SOP,sop,tm_safety_controller,19,device,False,none
global_sop_integer_plus_all_pm_solenoid_valve,INTEGER plus,INTEGER_PLUS,SOP,sop,pm_solenoid_valve,19,device,True,multi_device
global_sop_integer_plus_all_efem_robot,INTEGER plus,INTEGER_PLUS,SOP,sop,efem_robot,126,device,True,multi_device
ts_pdfs_pskh_ts_guide_geneva_xp_io_response_error_ring_seal_vac_error,GENEVA XP,GENEVA_XP,SOP,sop,ts_pdfs_pskh_ts_guide_geneva_xp_io_response_error_ring_seal_vac_error,16,device,False,none
global_sop_geneva_xp_rep_bubbler_cabinet_drain_valve,GENEVA XP,GENEVA_XP,SOP,sop,bubbler_cabinet_drain_valve,22,device,False,none
global_sop_geneva_xp_rep_pm_disc_amplifier_r1,GENEVA XP,GENEVA_XP,SOP,sop,pm_disc_amplifier_r1,43,device,False,none
global_sop_geneva_xp_rep_pm_harmonic_drive,GENEVA XP,GENEVA_XP,SOP,sop,pm_harmonic_drive,35,device,False,none
global_sop_geneva_xp_rep_pm_adapter_ring,GENEVA XP,GENEVA_XP,SOP,sop,pm_adapter_ring,30,device,False,none
global_sop_geneva_xp_rep_pm_support_pin,GENEVA XP,GENEVA_XP,SOP,sop,pm_support_pin,25,device,False,none
global_sop_geneva_xp_rep_bubbler_cabinet_feed_valve,GENEVA XP,GENEVA_XP,SOP,sop,bubbler_cabinet_feed_valve,21,device,False,none
global_sop_geneva_xp_adj_post_align_application,GENEVA XP,GENEVA_XP,SOP,sop,post_align_application,20,device,False,none
global_sop_geneva_xp_adj_pm_aio_calibration,GENEVA XP,GENEVA_XP,SOP,sop,pm_aio_calibration,18,device,False,none
global_sop_geneva_xp_rep_pm_differential_gauge,GENEVA XP,GENEVA_XP,SOP,sop,pm_differential_gauge,18,device,False,none
global_sop_geneva_xp_rep_efem_load_port,GENEVA XP,GENEVA_XP,SOP,sop,efem_load_port,18,device,False,none
global_sop_geneva_xp_rep_efem_ffu,GENEVA XP,GENEVA_XP,SOP,sop,efem_ffu,14,device,True,global
global_sop_geneva_xp_rep_efem_ffu_filter,GENEVA XP,GENEVA_XP,SOP,sop,efem_ffu_filter,18,device,False,none
global_sop_geneva_xp_rep_pm_chamber_apc_valve,GENEVA XP,GENEVA_XP,SOP,sop,pm_chamber_apc_valve,22,device,False,none
global_sop_geneva_xp_adj_all_sw_install,GENEVA XP,GENEVA_XP,SOP,sop,all_sw_install,16,device,False,none
global_sop_geneva_xp_adj_pm_pin_alignment,GENEVA XP,GENEVA_XP,SOP,sop,pm_pin_alignment,25,device,False,none
global_sop_geneva_xp_adj_efem_robot_teaching,GENEVA XP,GENEVA_XP,SOP,sop,efem_robot_teaching,28,device,False,none
global_sop_supra_n_series_all_pm_dual_epd,SUPRA N,SUPRA_N,SOP,sop,pm_dual_epd,41,device,True,multi_device
global_sop_supra_n_all_efem_robot_sr8240,SUPRA N,SUPRA_N,SOP,sop,efem_robot_sr8240,44,device,True,multi_device
global_sop_supra_n_series_all_pm_gas_spring,SUPRA N,SUPRA_N,SOP,sop,pm_gas_spring,22,device,True,multi_device
global_sop_supra_n_series_all_tm_twin_guide_cylinder,SUPRA N,SUPRA_N,SOP,sop,tm_twin_guide_cylinder,24,device,False,none
global_sop_supra_n_all_efem_robot_m124,SUPRA N,SUPRA_N,SOP,sop,efem_robot_m124,45,device,False,none
global_sop_supra_n_series_all_tm_ffu_mcu,SUPRA N,SUPRA_N,SOP,sop,tm_ffu_mcu,57,device,False,none
global_sop_supra_n_all_pm_chamber_open_interlock_change,SUPRA N,SUPRA_N,SOP,sop,pm_chamber_open_interlock_change,24,device,False,none
global_sop_integer_plus_all_tm_ctc_controller,INTEGER plus,INTEGER_PLUS,SOP,sop,tm_ctc_controller,51,device,False,none
global_sop_integer_plus_all_gr_generator,INTEGER plus,INTEGER_PLUS,SOP,sop,gr_generator,42,device,False,none
global_sop_integer_plus_all_efem_ffu,INTEGER plus,INTEGER_PLUS,SOP,sop,efem_ffu,46,device,True,global
global_sop_integer_plus_all_pm_d_net,INTEGER plus,INTEGER_PLUS,SOP,sop,pm_d_net,56,device,False,none
global_sop_supra_n_series_all_tm_branch_tap,SUPRA N,SUPRA_N,SOP,sop,tm_branch_tap,21,device,True,multi_device
global_sop_supra_n_series_all_sub_unit_safety_module,SUPRA N,SUPRA_N,SOP,sop,sub_unit_safety_module,44,device,False,none
global_sop_supra_n_series_all_pm_source_box_interface_board,SUPRA N,SUPRA_N,SOP,sop,pm_source_box_interface_board,18,device,False,none
global_sop_supra_n_series_all_tm_ib_flow,SUPRA N,SUPRA_N,SOP,sop,tm_ib_flow,23,device,False,none
global_sop_supra_n_series_all_tm_fluorescent_lamp,SUPRA N,SUPRA_N,SOP,sop,tm_fluorescent_lamp,23,device,False,none
global_sop_supra_n_series_all_tm_buffer_module,SUPRA N,SUPRA_N,SOP,sop,tm_buffer_module,33,device,False,none
global_sop_supra_n_series_all_efem_rfid_assy,SUPRA N,SUPRA_N,SOP,sop,efem_rfid_assy,33,device,True,multi_device
global_sop_supra_n_series_all_tm_devicenet_board,SUPRA N,SUPRA_N,SOP,sop,tm_devicenet_board,31,device,True,multi_device
global_sop_supra_n_series_all_sub_unit_flow_switch,SUPRA N,SUPRA_N,SOP,sop,sub_unit_flow_switch,17,device,False,none
global_sop_supra_n_series_all_pm_process_kit,SUPRA N,SUPRA_N,SOP,sop,pm_process_kit,55,device,True,multi_device
global_sop_supra_n_series_all_sub_unit_elt_box_assy,SUPRA N,SUPRA_N,SOP,sop,sub_unit_elt_box_assy,95,device,False,none
global_sop_supra_n_series_all_sub_unit_manometer,SUPRA N,SUPRA_N,SOP,sop,sub_unit_manometer,32,device,False,none
global_sop_supra_n_series_all_tm_multi_port,SUPRA N,SUPRA_N,SOP,sop,tm_multi_port,22,device,True,multi_device
global_sop_supra_n_series_all_pm_top_lid,SUPRA N,SUPRA_N,SOP,sop,pm_top_lid,48,device,False,none
global_sop_supra_n_series_all_pm_epd,SUPRA N,SUPRA_N,SOP,sop,pm_epd,49,device,False,none
global_sop_supra_n_series_all_sub_unit_pressure_vacuum_switch,SUPRA N,SUPRA_N,SOP,sop,sub_unit_pressure_vacuum_switch,28,device,False,none
global_sop_supra_n_all_tm_sensor_board,SUPRA N,SUPRA_N,SOP,sop,tm_sensor_board,15,device,True,multi_device
global_sop_supra_n_all_pm_fcip_r5,SUPRA N,SUPRA_N,SOP,sop,pm_fcip_r5,45,device,False,none
global_sop_supra_n_all_pm_fcip_r3,SUPRA N,SUPRA_N,SOP,sop,pm_fcip_r3,84,device,False,none
global_sop_precia_all_efem_ctc,PRECIA,PRECIA,SOP,sop,efem_ctc,51,device,False,none
global_sop_precia_all_efem_controller,PRECIA,PRECIA,SOP,sop,efem_controller,42,device,True,multi_device
global_sop_precia_all_efem_side_storage,PRECIA,PRECIA,SOP,sop,efem_side_storage,37,device,False,none
global_sop_precia_all_pm_chuck,PRECIA,PRECIA,SOP,sop,pm_chuck,132,device,False,none
global_sop_precia_all_pm_feedthrough,PRECIA,PRECIA,SOP,sop,pm_feedthrough,18,device,False,none
global_sop_precia_all_efem_dc_cooling_fan_motor,PRECIA,PRECIA,SOP,sop,efem_dc_cooling_fan_motor,15,device,False,none
global_sop_precia_all_tm_device_net_board,PRECIA,PRECIA,SOP,sop,tm_device_net_board,36,device,True,multi_device
global_sop_geneva_rep_ctc,GENEVA XP,GENEVA_XP,SOP,sop,ctc,18,device,False,none
global_sop_geneva_rep_bubbler_cabinet_fill_valve,GENEVA XP,GENEVA_XP,SOP,sop,bubbler_cabinet_fill_valve,17,device,False,none
global_sop_geneva_rep_bubbler_cabinet_safety_valve,GENEVA XP,GENEVA_XP,SOP,sop,bubbler_cabinet_safety_valve,16,device,False,none
global_sop_geneva_rep_bubbler_cabinet_vent_valve,GENEVA XP,GENEVA_XP,SOP,sop,bubbler_cabinet_vent_valve,17,device,False,none
set_up_manual_supra_np,SUPRA Np,SUPRA_NP,set_up_manual,manual,setup_manual,266,device,True,global
set_up_manual_supra_nm,SUPRA Nm,SUPRA_NM,set_up_manual,manual,setup_manual,239,device,True,global
set_up_manual_supra_vm,SUPRA Vm,SUPRA_VM,set_up_manual,manual,setup_manual,316,device,True,global
global_sop_supra_n_series_all_tm_ffu,SUPRA N,SUPRA_N,set_up_manual,manual,setup_manual,32,device,True,global
set_up_manual_precia,PRECIA,PRECIA,set_up_manual,manual,setup_manual,159,device,True,global
global_sop_integer_plus_all_am_slot_valve,INTEGER plus,INTEGER_PLUS,SOP,sop,am_slot_valve,39,device,False,none
global_sop_precia_all_tm_branch_tap,INTEGER plus,INTEGER_PLUS,SOP,sop,tm_branch_tap,23,device,True,multi_device
global_sop_integer_plus_all_am_baffle,INTEGER plus,INTEGER_PLUS,SOP,sop,am_baffle,18,device,False,none
global_sop_integer_plus_all_ll_mfc,INTEGER plus,INTEGER_PLUS,SOP,sop,ll_mfc,20,device,False,none
global_sop_precia_all_pm_pneumatic_valve,PRECIA,PRECIA,SOP,sop,pm_pneumatic_valve,20,device,True,multi_device
global_sop_geneva_xp_rep_pm_heat_exchanger,GENEVA XP,GENEVA_XP,SOP,sop,pm_heat_exchanger,14,device,False,none
supra_n_all_trouble_shooting_guide_trace_apc_abnormal,supra_n,SUPRA_N,trouble_shooting_guide,ts,trace_apc_abnormal,10,device,False,none
supra_n_all_trouble_shooting_guide_trace_device_net_abnormal,SUPRA XP,SUPRA_XP,trouble_shooting_guide,ts,trace_device_net_abnormal,9,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_pm_bubbler_leak,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_pm_bubbler_leak,9,device,False,none
precia_pm_trouble_shooting_guide_rf_power_abnormal,PRECIA,PRECIA,trouble_shooting_guide,ts,rf_power_abnormal,5,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_o2_level_out_of_range_alarm_0,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_o2_level_out_of_range_alarm_0,17,device,False,none
supra_xp_sub_unit_trouble_shooting_guide_igs_block_abnormal,SUPRA XP,SUPRA_XP,trouble_shooting_guide,ts,igs_block_abnormal,6,device,False,none
supra_xp_pm_trouble_shooting_guide_trace_chuck_abnormal,SUPRA XP,SUPRA_XP,trouble_shooting_guide,ts,trace_chuck_abnormal,6,device,False,none
supra_xp_all_trouble_shooting_guide_trace_ctc_abnormal,SUPRA XP,SUPRA_XP,trouble_shooting_guide,ts,trace_ctc_abnormal,6,device,False,none
supra_xp_tm_trouble_shooting_guide_trace_slot_valve_abnormal,SUPRA XP,SUPRA_XP,trouble_shooting_guide,ts,trace_slot_valve_abnormal,6,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_stage_chuck_move_time_out,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_stage_chuck_move_time_out,6,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_stage_1_5_wafer_vacuum_sensor_timeout,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_stage_1_5_wafer_vacuum_sensor_timeout,13,device,False,none
precia_all_trouble_shooting_guide_pin_motor_abnormal,PRECIA,PRECIA,trouble_shooting_guide,ts,pin_motor_abnormal,9,device,False,none
supra_n_all_trouble_shooting_guide_trace_vacuum_vent_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_vacuum_vent_abnormal,9,device,False,none
integer_plus_all_trouble_shooting_guide_trace_slot_valve_move_abnormal,INTEGER plus,INTEGER_PLUS,trouble_shooting_guide,ts,trace_slot_valve_move_abnormal,5,device,False,none
integer_plus_all_trouble_shooting_guide_trace_particle_spec_out,INTEGER plus,INTEGER_PLUS,trouble_shooting_guide,ts,trace_particle_spec_out,8,device,False,none
global_sop_geneva_xp_rep_pm_loadlock_apc_valve,geneva_xp_rep,GENEVA_XP,SOP,sop,pm_loadlock_apc_valve,22,device,False,none
supra_n_all_trouble_shooting_guide_trace_tm_robot_abnormal,SUPRA XP,SUPRA_XP,trouble_shooting_guide,ts,trace_tm_robot_abnormal,12,device,True,multi_device
supra_n_all_trouble_shooting_guide_trace_gas_flow_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_gas_flow_abnormal,7,device,False,none
all_all_trouble_shooting_guide_trace_ffu_abnormal,etc,ETC,trouble_shooting_guide,ts,trace_ffu_abnormal,6,device,False,none
global_sop_supra_n_all_sub_unit_igs_block,SUPRA N,SUPRA_N,SOP,sop,sub_unit_igs_block,67,device,True,multi_device
global_sop_supra_n_series_all_pm_gas_feed_through,SUPRA N,SUPRA_N,SOP,sop,pm_gas_feed_through,18,device,False,none
global_sop_supra_n_series_all_tm_ctc,SUPRA N,SUPRA_N,SOP,sop,tm_ctc,82,device,True,multi_device
ts_pdfs_pskh_ts_guide_geneva_xp_pm_wafers_exceed_time_limit,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_pm_wafers_exceed_time_limit,8,device,False,none
ts_pdfs_pskh_geneva_stp300_xp_trouble_shooting_r1_cn,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_geneva_stp300_xp_trouble_shooting_r1_cn,49,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_disc_motion_position_error,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_disc_motion_position_error,14,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_io_respnse_error_evac_valve_error,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_io_respnse_error_evac_valve_error,13,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_pm_chamber_pressure_range_out_0,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_pm_chamber_pressure_range_out_0,14,device,False,none
set_up_manual_omnis,OMNIS,OMNIS,set_up_manual,manual,setup_manual,107,device,True,global
set_up_manual_omnis_plus,OMNIS plus,OMNIS_PLUS,set_up_manual,manual,setup_manual,95,device,True,global
global_sop_supra_xp_all_tm_multi_port,SUPRA XP,SUPRA_XP,SOP,sop,tm_multi_port,24,device,True,multi_device
global_sop_supra_xp_all_ll_pin_modify_eng,SUPRA XP,SUPRA_XP,SOP,sop,ll_pin_modify_eng,21,device,False,none
global_sop_supra_xp_all_tm_dc_power_supply,SUPRA XP,SUPRA_XP,SOP,sop,tm_dc_power_supply,18,device,False,none
supra_n_all_trouble_shooting_guide_trace_microwave_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_microwave_abnormal,56,device,False,none
global_sop_omnis_plus_adj_pm_epd_eng,OMNIS plus,OMNIS_PLUS,SOP,sop,pm_epd_eng,14,device,False,none
global_sop_omnis_plus_pm_er_check_eng,OMNIS plus,OMNIS_PLUS,SOP,sop,global_sop_omnis_plus_pm_er_check_eng,13,device,False,none
global_sop_omnis_plus_pm_gap_sensor_eng,OMNIS plus,OMNIS_PLUS,SOP,sop,global_sop_omnis_plus_pm_gap_sensor_eng,12,device,False,none
global_sop_omnis_plus_tm_awc_sensor_r0,OMNIS plus,OMNIS_PLUS,SOP,sop,global_sop_omnis_plus_tm_awc_sensor_r0,12,device,False,none
global_sop_geneva_xp_rep_pm_heater_chuck_without_jig,GENEVA XP,GENEVA_XP,SOP,sop,pm_heater_chuck_without_jig,52,device,False,none
global_sop_geneva_xp_rep_pm_o2_analyzer_modify,GENEVA XP,GENEVA_XP,SOP,sop,pm_o2_analyzer_modify,33,device,False,none
global_sop_genevaxp_rep_efem_robot_controller,GENEVA XP,GENEVA_XP,SOP,sop,efem_robot_controller,16,device,False,none
global_sop_genevaxp_rep_efem_robot_end_effector,GENEVA XP,GENEVA_XP,SOP,sop,efem_robot_end_effector,15,device,False,none
global_sop_geneva_xp_rep_pm_temp_controller,GENEVA XP,GENEVA_XP,SOP,sop,pm_temp_controller,23,device,True,multi_device
global_sop_geneva_xp_rep_pm_o2_analyzer_teledyne,GENEVA XP,GENEVA_XP,SOP,sop,pm_o2_analyzer_teledyne,20,device,False,none
global_sop_geneva_xp_rep_bubbler_cabinet_delivery_valve,GENEVA XP,GENEVA_XP,SOP,sop,bubbler_cabinet_delivery_valve,19,device,False,none
global_sop_geneva_xp_rep_pm_vacuum_pump,GENEVA XP,GENEVA_XP,SOP,sop,pm_vacuum_pump,21,device,False,none
global_sop_geneva_xp_rep_efem_robot_sr8240,GENEVA XP,GENEVA_XP,SOP,sop,efem_robot_sr8240,17,device,True,multi_device
global_sop_geneva_xp_rep_bubbler_cabinet_relief_valve,GENEVA XP,GENEVA_XP,SOP,sop,bubbler_cabinet_relief_valve,17,device,False,none
global_sop_geneva_xp_rep_pm_pressure_switch,GENEVA XP,GENEVA_XP,SOP,sop,pm_pressure_switch,16,device,False,none
global_sop_geneva_xp_rep_bubbler_cabinet_formic_detector_cartridge,GENEVA XP,GENEVA_XP,SOP,sop,bubbler_cabinet_formic_detector_cartridge,15,device,False,none
global_sop_geneva_xp_rep_bubbler_cabinet_formic_detector,GENEVA XP,GENEVA_XP,SOP,sop,bubbler_cabinet_formic_detector,15,device,False,none
global_sop_genevaxp_rep_pm_disc_home_sensor,GENEVA XP,GENEVA_XP,SOP,sop,pm_disc_home_sensor,15,device,False,none
global_sop_geneva_xp_rep_pm_device_net,GENEVA XP,GENEVA_XP,SOP,sop,pm_device_net,15,device,False,none
global_sop_geneva_xp_rep_pm_o2_analyzer,GENEVA XP,GENEVA_XP,SOP,sop,pm_o2_analyzer,14,device,False,none
global_sop_geneva_xp_rep_pm_digihelic,GENEVA XP,GENEVA_XP,SOP,sop,pm_digihelic,13,device,False,none
global_sop_geneva_xp_cln_chamber_all,GENEVA XP,GENEVA_XP,SOP,sop,global_sop_geneva_xp_cln_chamber_all,47,device,False,none
global_sop_geneva_xp_all_8계통_check,GENEVA XP,GENEVA_XP,SOP,sop,8계통_check,46,device,False,none
global_sop_geneva_xp_rep_pm_disc,GENEVA XP,GENEVA_XP,SOP,sop,pm_disc,31,device,False,none
global_sop_geneva_xp_rep_pm_load_lock_o_ring,GENEVA XP,GENEVA_XP,SOP,sop,pm_load_lock_o_ring,30,device,False,none
supra_n_all_trouble_shooting_guide_trace_door_valve_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_door_valve_abnormal,5,device,False,none
supra_n_pm_trouble_shooting_guide_trace_epd_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_epd_abnormal,5,device,True,multi_device
supra_n_all_trouble_shooting_guide_trace_fcip_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_fcip_abnormal,9,device,False,none
supra_n_all_trouble_shooting_guide_trace_efem_robot_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_efem_robot_abnormal,10,device,True,multi_device
supra_n_all_trouble_shooting_guide_trace_communication_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_communication_abnormal,5,device,False,none
supra_n_all_trouble_shooting_guide_trace_process_specification_out,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_process_specification_out,6,device,False,none
integer_plus_all_trouble_shooting_guide_trace_pin_move_abnormal,INTEGER plus,INTEGER_PLUS,trouble_shooting_guide,ts,trace_pin_move_abnormal,5,device,True,multi_device
integer_plus_all_trouble_shooting_guide_trace_efem_robot_abnormal,INTEGER plus,INTEGER_PLUS,trouble_shooting_guide,ts,trace_efem_robot_abnormal,6,device,True,multi_device
ts_pdfs_pskh_ts_guide_geneva_xp_o2_analyzer_communication_alarm,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_o2_analyzer_communication_alarm,12,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_particle_spec_out,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_particle_spec_out,18,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_io_response_error_purge_valve_error,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_io_response_error_purge_valve_error,6,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_formic_invalid_transtion,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_formic_invalid_transtion,9,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_ll_door_move_timeout,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_ll_door_move_timeout,10,device,False,none
precia_all_trouble_shooting_guide_rf_matching_alarm,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,rf_matching_alarm,5,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_pm_formic_gas_detect_fail,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_pm_formic_gas_detect_fail,12,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_disc_motion_move_time_out,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_disc_motion_move_time_out,16,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_process_exhaust_fail,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_process_exhaust_fail,12,device,False,none
set_up_manual_ecolite_ii_400,ECOLITE II 400,ECOLITE_II_400,set_up_manual,manual,setup_manual,128,device,True,global
set_up_manual_ecolite_3000,ECOLITE3000,ECOLITE3000,set_up_manual,manual,setup_manual,284,device,True,global
set_up_manual_ecolite_2000,ECOLITE 2000,ECOLITE_2000,set_up_manual,manual,setup_manual,106,device,True,global
supra_n_all_trouble_shooting_guide_trace_awc_abnormal,PRECIA,PRECIA,trouble_shooting_guide,ts,trace_awc_abnormal,6,device,False,none
supra_n_all_trouble_shooting_guide_trace_tool_shut_down,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_tool_shut_down,4,device,False,none
supra_n_tm_trouble_shooting_guide_trace_bm_module_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_bm_module_abnormal,6,device,False,none
precia_all_trouble_shooting_guide_trace_awc_abnormal,PRECIA,PRECIA,trouble_shooting_guide,ts,trace_awc_abnormal,6,device,False,none
supra_n_all_trouble_shooting_guide_trace_temperature_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_temperature_abnormal,5,device,False,none
precia_ll_trouble_shooting_guide_trace_aligner_alarm,PRECIA,PRECIA,trouble_shooting_guide,ts,trace_aligner_alarm,5,device,False,none
precia_pm_trouble_shooting_guide_gap_sensor_alarm,PRECIA,PRECIA,trouble_shooting_guide,ts,gap_sensor_alarm,5,device,False,none
precia_all_trouble_shooting_guide_trace_er_trace,PRECIA,PRECIA,trouble_shooting_guide,ts,trace_er_trace,6,device,False,none
integer_plus_all_trouble_shooting_guide_trace_tm_robot_abnormal,INTEGER plus,INTEGER_PLUS,trouble_shooting_guide,ts,trace_tm_robot_abnormal,5,device,True,multi_device
integer_plus_all_trouble_shooting_guide_trace_load_lock_abnormal,INTEGER plus,INTEGER_PLUS,trouble_shooting_guide,ts,trace_load_lock_abnormal,5,device,False,none
